antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"['Education_Category_Bachelor', 'Job_Group_Tech', 'Country_UK']",['Salary_Category_Low'],0.05540435458786936,0.33748055987558323,0.027993779160186624,0.5052631578947369,1.4971622604899344,1.0,0.009295886554327133,1.339135038549353,0.35154695753584403,0.07671816728822589,0.25324932048430937,0.2941062333252486
"['Country_USA', 'Experience_Category_Senior']",['Salary_Category_High'],0.12072317262830481,0.3318429237947123,0.060847589424572315,0.5040257648953301,1.5188685030003386,1.0,0.02078645884982186,1.347160858193129,0.38851832204444575,0.1553349875930521,0.25769814798416585,0.34369419469136747
"['Job_Group_Tech', 'Education_Category_Master']",['Salary_Category_Medium'],0.16485225505443235,0.3306765163297045,0.08242612752721618,0.5,1.5120517342739566,1.0,0.027913358116720563,1.338646967340591,0.40549348230912474,0.19952941176470587,0.2529770548939878,0.37463256907701353
"['Education_Category_Bachelor', 'Job_Group_Tech']",['Salary_Category_Low'],0.27196734059097977,0.33748055987558323,0.13569206842923795,0.49892780557541105,1.4783897649077846,1.0,0.043908378058720665,1.3222035616748347,0.44446960799690893,0.286417726713172,0.24368680512908286,0.45050076914715254
"['Job_Group_Tech', 'Experience_Category_Senior', 'Education_Category_Master']",['Salary_Category_Medium'],0.12636080870917574,0.3306765163297045,0.06298600311041991,0.49846153846153846,1.5073992673992673,1.0,0.02120145108586549,1.334540688299669,0.3852914997774812,0.15984213122841637,0.25067852275520003,0.3444688644688645
"['Education_Category_Master', 'Country_UK']",['Salary_Category_Medium'],0.060458786936236394,0.3306765163297045,0.030132192846034214,0.4983922829581993,1.5071898315914034,1.0,0.010139891800439713,1.3343564321888581,0.35816797153975016,0.0834679590737749,0.2505750518550616,0.294757575929423
"['Education_Category_Bachelor', 'Country_China']",['Salary_Category_Low'],0.08709175738724728,0.33748055987558323,0.04315707620528771,0.49553571428571425,1.4683385450954574,1.0,0.01376530116169104,1.3133128724590206,0.34938686557085186,0.1131498470948012,0.23856681757209916,0.3117079493087557
"['Country_Canada', 'Experience_Category_Senior', 'Education_Category_Master']",['Salary_Category_Medium'],0.04762830482115085,0.3306765163297045,0.023522550544323485,0.49387755102040826,1.4935368150787653,1.0,0.007772988627376052,1.322453657251794,0.34697416743845527,0.0663013698630137,0.24382983515799594,0.28250608885529527
"['Job_Group_Tech', 'Experience_Category_Senior', 'Education_Category_Master']",['Salary_Category_High'],0.12636080870917574,0.3318429237947123,0.06240279937791602,0.4938461538461539,1.4881925104772205,1.0,0.020470859162798796,1.320067171834155,0.37549130928465363,0.1576620825147348,0.24246279179069405,0.340947681492497
"['Education_Category_Bachelor', 'Job_Group_Tech', 'Country_USA']",['Salary_Category_Low'],0.06026438569206843,0.33748055987558323,0.029354587869362365,0.4870967741935484,1.4433328378177492,1.0,0.009016529245445024,1.2917045687960327,0.3268569487104313,0.07968337730870712,0.22582916855974558,0.28703917050691247
"['Country_Canada', 'Experience_Category_Senior', 'Education_Category_Master']",['Salary_Category_High'],0.04762830482115085,0.3318429237947123,0.022939346811819597,0.48163265306122455,1.4513874442571406,1.0,0.0071342308845831065,1.2889644383487835,0.3265574780048506,0.064340239912759,0.2241834062691123,0.27537988833494736
"['Country_USA', 'Job_Group_Management']",['Salary_Category_Medium'],0.052488335925349926,0.3306765163297045,0.025077760497667186,0.47777777777777775,1.4448494349728915,1.0,0.007721100425929196,1.2816832666026934,0.32494202746419065,0.07003257328990228,0.21977603511149832,0.27680776014109343
"['Education_Category_Bachelor', 'Job_Group_Tech', 'Country_China']",['Salary_Category_Low'],0.05171073094867807,0.33748055987558323,0.024300155520995334,0.4699248120300752,1.3924500190568587,1.0,0.006848789088859809,1.2498593693127296,0.297210332103321,0.06659563132658497,0.19990998623318856,0.270964710162503
"['Country_Canada', 'Education_Category_Master']",['Salary_Category_Medium'],0.05890357698289269,0.3306765163297045,0.0276049766718507,0.46864686468646866,1.4172366090224542,1.0,0.00812694703578918,1.2596584816900591,0.3128282190561257,0.07626208378088077,0.2061340319335448,0.2760635851944983
"['Job_Group_Management', 'Country_Australia']",['Salary_Category_Medium'],0.049183514774494556,0.3306765163297045,0.022939346811819597,0.466403162055336,1.4104514201132559,1.0,0.006675513485339183,1.2543617879154425,0.30606024902189766,0.06427015250544663,0.20278183723864315,0.26788706015759156
"['Job_Group_Management', 'Country_UK']",['Salary_Category_Medium'],0.05229393468118196,0.3306765163297045,0.02391135303265941,0.4572490706319703,1.382768500488451,1.0,0.006618976887113041,1.2332055966254074,0.29208755472170106,0.06659447753113157,0.18910520456893848,0.2647797381378546
"['Education_Category_Bachelor', 'Job_Group_Tech', 'Experience_Category_Senior']",['Salary_Category_High'],0.08028771384136858,0.3318429237947123,0.03635303265940902,0.45278450363196127,1.3644542979981304,1.0,0.009710122953496079,1.2210127100565658,0.29042372699353564,0.0967408173823073,0.1810077063377389,0.28116670992963033
"['Experience_Category_Senior', 'Education_Category_Master', 'Country_UK']",['Salary_Category_High'],0.04743390357698289,0.3318429237947123,0.021384136858475893,0.45081967213114754,1.3585333294918704,1.0,0.005643531608493426,1.216644228314106,0.27705380333951746,0.05975013579576316,0.1780670332972426,0.25763010554419125
['Job_Group_Management'],['Salary_Category_Medium'],0.255248833592535,0.3306765163297045,0.11469673405909799,0.4493526275704494,1.3588888396369145,1.0,0.03029193896949807,1.215521070621159,0.3546213096549559,0.24339933993399346,0.17730755626557995,0.3981037094348426
"['Country_USA', 'Experience_Category_Senior']",['Salary_Category_Medium'],0.12072317262830481,0.3306765163297045,0.053654743390357695,0.4444444444444444,1.3440459860212945,1.0,0.013734425225360322,1.2047822706065319,0.2911231483528631,0.1348973607038123,0.16997450543776418,0.30335097001763667
"['Country_China', 'Job_Group_Management']",['Salary_Category_Medium'],0.05229393468118196,0.3306765163297045,0.023133748055987557,0.4423791821561338,1.3378004191717532,1.0,0.005841371910441189,1.2003201140487298,0.2664374057315233,0.06428957320367369,0.16688890880370383,0.25616901494637967
"['Experience_Category_Senior', 'Education_Category_Master']",['Salary_Category_High'],0.229199066874028,0.3318429237947123,0.1005054432348367,0.43850720949957595,1.321430044326783,1.0,0.02444735475233946,1.1899655481057918,0.3155731607074473,0.21823554242296328,0.15963953612622012,0.37068887129929
"['Education_Category_Bachelor', 'Job_Group_Management']",['Salary_Category_Medium'],0.1057542768273717,0.3306765163297045,0.046267496111975115,0.4375,1.323045267489712,1.0,0.011297040263732648,1.1899084154138586,0.27304347826086955,0.11858495266567014,0.15959918675573626,0.28870884773662553
"['Country_Canada', 'Job_Group_Tech']",['Salary_Category_High'],0.11314152410575427,0.3318429237947123,0.04937791601866252,0.436426116838488,1.3151587258448636,1.0,0.011832701856819096,1.185571397413041,0.2702071546186055,0.12481572481572481,0.1565248603483218,0.29261258976077886
"['Experience_Category_Senior', 'Country_China']",['Salary_Category_Medium'],0.11975116640746501,0.3306765163297045,0.052099533437014,0.43506493506493504,1.3156813791734425,1.0,0.012500634902974733,1.1847794998301782,0.2725792416011814,0.13079551000488043,0.15596108799710307,0.29630965742076854
"['Experience_Category_Senior', 'Job_Group_Management', 'Education_Category_Master']",['Salary_Category_High'],0.0890357698289269,0.3318429237947123,0.038102643856920686,0.42794759825327516,1.2896089311159036,1.0,0.008556753674576551,1.167999774435198,0.24652024702326514,0.09954291518537328,0.14383545109538765,0.2713844611067196
['Experience_Category_Senior'],['Salary_Category_Medium'],0.5909797822706065,0.3306765163297045,0.24883359253499224,0.4210526315789474,1.2733067235991213,1.0,0.053410456912460796,1.156104199066874,0.5247742395437263,0.3698353077145334,0.1350260635614596,0.5867755809276277
"['Job_Group_Tech', 'Country_Australia']",['Salary_Category_High'],0.12169517884914463,0.3318429237947123,0.05054432348367029,0.41533546325878595,1.2516025910973607,1.0,0.010160639522649707,1.1428041795205197,0.22887765178601824,0.1254220935841775,0.12495944806610265,0.28382473221521604
"['Experience_Category_Senior', 'Country_UK']",['Salary_Category_Medium'],0.11916796267496112,0.3306765163297045,0.04937791601866252,0.41435562805872755,1.253054292024747,1.0,0.009971869263198117,1.1428838314481646,0.2292718403578497,0.12330097087378641,0.12502043297533968,0.2818397775802162
"['Job_Group_Tech', 'Country_UK']",['Salary_Category_High'],0.12305598755832037,0.3318429237947123,0.05093312597200622,0.4139020537124803,1.2472830487973043,1.0,0.01009786727020745,1.140009243228968,0.22607756104247292,0.1260827718960539,0.12281412985074149,0.2836938505234926
['Job_Group_Tech'],['Salary_Category_High'],0.5993390357698289,0.3318429237947123,0.24611197511664074,0.4106389879987025,1.2374498853341098,1.0,0.04722555714247703,1.1336974496097423,0.4789247845912923,0.35925085130533485,0.11793044930617563,0.5761455045441667
"['Experience_Category_Senior', 'Country_Australia']",['Salary_Category_Medium'],0.11780715396578538,0.3306765163297045,0.04821150855365474,0.4092409240924092,1.2375868980196079,1.0,0.0092554492815317,1.13298891369888,0.21761220659946826,0.12044681884409907,0.11737883053481059,0.2775187571667219
"['Job_Group_Tech', 'Country_China']",['Salary_Category_High'],0.11605754276827372,0.3318429237947123,0.04723950233281493,0.40703517587939697,1.2265898914608189,1.0,0.008726628012161113,1.1268072725834937,0.20898598180322395,0.11790393013100436,0.11253678927076459,0.2746950923333716
"['Country_Canada', 'Experience_Category_Senior']",['Salary_Category_Medium'],0.11353032659409021,0.3306765163297045,0.045489891135303266,0.4006849315068493,1.211712691164746,1.0,0.00794807823939591,1.11681404132415,0.19709851551956814,0.11409068746952705,0.10459578497567029,0.26912553453649346
